Name,minLevel,maxLevel,Times,LocationTypes,Biome,AntiBiome,Rarity
Vanilluxe,48,59,NIGHT,Grass,"minecraft:snowy_taiga, minecraft:snowy_plains, minecraft:snowy_beach, minecraft:frozen_river, minecraft:frozen_ocean, minecraft:ice_spikes, minecraft:frozen_peaks, biomesoplenty:auroral_garden, biomesoplenty:cold_desert, biomesoplenty:muskeg, biomesoplenty:snowblossom_grove, biomesoplenty:snowy_coniferous_forest, biomesoplenty:snowy_fir_clearing, biomesoplenty:snowy_maple_woods, biomesoplenty:wintry_origin_valley, biomeswevegone:eroded_borealis, biomeswevegone:frosted_coniferous_forest, biomeswevegone:frosted_taiga, biomeswevegone:shattered_glacier, terralith:cold_shrubland, terralith:emerald_peaks, terralith:frozen_cliffs, terralith:glacial_chasm, terralith:gravel_desert, terralith:ice_marsh, terralith:snowy_badlands, terralith:snowy_shield, terralith:wintry_forest, terralith:wintry_lowlands",NONE,0.1
Vanilluxe,45,55,ANY,Sweet Scent,"minecraft:snowy_taiga, minecraft:snowy_plains, minecraft:snowy_beach, minecraft:frozen_river, minecraft:frozen_ocean, minecraft:ice_spikes, minecraft:frozen_peaks, biomesoplenty:auroral_garden, biomesoplenty:cold_desert, biomesoplenty:muskeg, biomesoplenty:snowblossom_grove, biomesoplenty:snowy_coniferous_forest, biomesoplenty:snowy_fir_clearing, biomesoplenty:snowy_maple_woods, biomesoplenty:wintry_origin_valley, biomeswevegone:eroded_borealis, biomeswevegone:frosted_coniferous_forest, biomeswevegone:frosted_taiga, biomeswevegone:shattered_glacier, terralith:cold_shrubland, terralith:emerald_peaks, terralith:frozen_cliffs, terralith:glacial_chasm, terralith:gravel_desert, terralith:ice_marsh, terralith:snowy_badlands, terralith:snowy_shield, terralith:wintry_forest, terralith:wintry_lowlands",NONE,0.1
Vaporeon,25,35,ANY,Super Rod,"minecraft:beach, minecraft:snowy_beach, minecraft:stony_shore, biomesoplenty:dune_beach, biomesoplenty:gravel_beach, biomeswevegone:basalt_barrera, biomeswevegone:dacite_shore, biomeswevegone:rainbow_beach, terralith:basalt_cliffs, terralith:gravel_beach, biox:himalayan_shore, mysticsbiomes:lagoon","minecraft:snowy_taiga, minecraft:snowy_plains, minecraft:snowy_beach, minecraft:frozen_river, minecraft:frozen_ocean, minecraft:ice_spikes, minecraft:frozen_peaks, biomesoplenty:auroral_garden, biomesoplenty:cold_desert, biomesoplenty:muskeg, biomesoplenty:snowblossom_grove, biomesoplenty:snowy_coniferous_forest, biomesoplenty:snowy_fir_clearing, biomesoplenty:snowy_maple_woods, biomesoplenty:wintry_origin_valley, biomeswevegone:eroded_borealis, biomeswevegone:frosted_coniferous_forest, biomeswevegone:frosted_taiga, biomeswevegone:shattered_glacier, terralith:cold_shrubland, terralith:emerald_peaks, terralith:frozen_cliffs, terralith:glacial_chasm, terralith:gravel_desert, terralith:ice_marsh, terralith:snowy_badlands, terralith:snowy_shield, terralith:wintry_forest, terralith:wintry_lowlands",7.0
Vaporeon,35,50,DAY,Land,pixelmon:ultra_deep_sea,NONE,25.0
Vaporeon,35,50,DAY,Grass,"minecraft:beach, byg:rainbow_beach",NONE,0.5
Vaporeon,35,50,DAY,Land,"minecraft:beach, biomesoplenty:dune_beach, biomeswevegone:rainbow_beach",NONE,0.5
Vaporeon palette:spirit,35,50,NIGHT,Land,ANY,NONE,0.05
Vaporeon palette:strike,35,50,NIGHT,Land,pixelmon:ultra_plant,NONE,1.0
Varoom,15,35,DAY,Land,"minecraft:badlands, minecraft:eroded_badlands, minecraft:wooded_badlands, biomeswevegone:red_rock_paeks, biomeswevegone:red_rock_valley, terralith:ancient_sands, terralith:bryce_canyon, terralith:painted_mountains, terralith:red_oasis, terralith:white_mesa",NONE,90.0
Varoom,15,35,ANY,Curry,"minecraft:badlands, minecraft:eroded_badlands, minecraft:wooded_badlands, biomeswevegone:red_rock_paeks, biomeswevegone:red_rock_valley, terralith:ancient_sands, terralith:bryce_canyon, terralith:painted_mountains, terralith:red_oasis, terralith:white_mesa",NONE,30.0
Veluza,25,50,ANY,Super Rod,"minecraft:ocean, minecraft:deep_ocean, minecraft:lukewarm_ocean, minecraft:deep_lukewarm_ocean, minecraft:warm_ocean, minecraft:deep_warm_ocean",NONE,25.0
Veluza,25,50,ANY,Water,"minecraft:ocean, minecraft:deep_ocean, minecraft:lukewarm_ocean, minecraft:deep_lukewarm_ocean, minecraft:warm_ocean, minecraft:deep_warm_ocean, biomeswevegone:lush_stacks",NONE,70.0
Veluza,25,50,ANY,Good Rod,"minecraft:ocean, minecraft:deep_ocean, minecraft:lukewarm_ocean, minecraft:deep_lukewarm_ocean, minecraft:warm_ocean, minecraft:deep_warm_ocean",NONE,50.0
Venipede,5,21,ANY,Curry,"minecraft:bamboo_jungle, minecraft:jungle, minecraft:sparse_jungle, biomesoplenty:floodplain, biomesoplenty:fungal_jungle, biomesoplenty:rainforest, biomesoplenty:rocky_rainforest, biomesoplenty:tropics, biomeswevegone:fragment_jungle, biomeswevegone:jacaranda_jungle, biomeswevegone:tropical_rainforest, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:jungle_mountains, terralith:rocky_jungle, terralith:skylands_summer, terralith:tropical_jungle",NONE,130.0
Venipede,5,20,"DUSK, NIGHT",Headbutt,"minecraft:bamboo_jungle, minecraft:jungle, minecraft:sparse_jungle, biomesoplenty:floodplain, biomesoplenty:fungal_jungle, biomesoplenty:rainforest, biomesoplenty:rocky_rainforest, biomesoplenty:tropics, biomeswevegone:fragment_jungle, biomeswevegone:jacaranda_jungle, biomeswevegone:tropical_rainforest, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:jungle_mountains, terralith:rocky_jungle, terralith:skylands_summer, terralith:tropical_jungle",NONE,150.0
Venipede,5,21,"AFTERNOON, DUSK, NIGHT",Grass,"minecraft:bamboo_jungle, minecraft:jungle, minecraft:sparse_jungle, biomesoplenty:floodplain, biomesoplenty:fungal_jungle, biomesoplenty:rainforest, biomesoplenty:rocky_rainforest, biomesoplenty:tropics, biomeswevegone:fragment_jungle, biomeswevegone:jacaranda_jungle, biomeswevegone:tropical_rainforest, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:jungle_mountains, terralith:rocky_jungle, terralith:skylands_summer, terralith:tropical_jungle",NONE,250.0
Venipede,2,21,"AFTERNOON, DUSK, NIGHT","Land, Tree Top, Headbutt","minecraft:bamboo_jungle, minecraft:jungle, minecraft:sparse_jungle, biomesoplenty:floodplain, biomesoplenty:fungal_jungle, biomesoplenty:rainforest, biomesoplenty:rocky_rainforest, biomesoplenty:tropics, biomeswevegone:fragment_jungle, biomeswevegone:jacaranda_jungle, biomeswevegone:tropical_rainforest, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:jungle_mountains, terralith:rocky_jungle, terralith:skylands_summer, terralith:tropical_jungle",NONE,250.0
Venipede status:Sleep,5,20,"DAWN, DAY",Headbutt,"minecraft:bamboo_jungle, minecraft:jungle, minecraft:sparse_jungle, biomesoplenty:floodplain, biomesoplenty:fungal_jungle, biomesoplenty:rainforest, biomesoplenty:rocky_rainforest, biomesoplenty:tropics, biomeswevegone:fragment_jungle, biomeswevegone:jacaranda_jungle, biomeswevegone:tropical_rainforest, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:jungle_mountains, terralith:rocky_jungle, terralith:skylands_summer, terralith:tropical_jungle",NONE,150.0
Venomoth,38,50,"DUSK, NIGHT",Sweet Scent,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, minecraft:bamboo_jungle, minecraft:jungle, minecraft:sparse_jungle, biomesoplenty:floodplain, biomesoplenty:fungal_jungle, biomesoplenty:rainforest, biomesoplenty:rocky_rainforest, biomesoplenty:tropics, biomeswevegone:fragment_jungle, biomeswevegone:jacaranda_jungle, biomeswevegone:tropical_rainforest, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:jungle_mountains, terralith:rocky_jungle, terralith:skylands_summer, terralith:tropical_jungle, byg:crag_gardens",NONE,10.0
Venomoth,31,50,"DUSK, NIGHT","Air, Sweet Scent","minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, minecraft:bamboo_jungle, minecraft:jungle, minecraft:sparse_jungle, biomesoplenty:floodplain, biomesoplenty:fungal_jungle, biomesoplenty:rainforest, biomesoplenty:rocky_rainforest, biomesoplenty:tropics, biomeswevegone:fragment_jungle, biomeswevegone:jacaranda_jungle, biomeswevegone:tropical_rainforest, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:jungle_mountains, terralith:rocky_jungle, terralith:skylands_summer, terralith:tropical_jungle, biomeswevegone:crag_gardens",NONE,5.0
Venomoth,31,50,"DUSK, NIGHT",Grass,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, minecraft:bamboo_jungle, minecraft:jungle, minecraft:sparse_jungle, biomesoplenty:floodplain, biomesoplenty:fungal_jungle, biomesoplenty:rainforest, biomesoplenty:rocky_rainforest, biomesoplenty:tropics, biomeswevegone:fragment_jungle, biomeswevegone:jacaranda_jungle, biomeswevegone:tropical_rainforest, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:jungle_mountains, terralith:rocky_jungle, terralith:skylands_summer, terralith:tropical_jungle, byg:crag_gardens",NONE,5.0
Venomoth,32,45,"DUSK, NIGHT",Headbutt,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, minecraft:bamboo_jungle, minecraft:jungle, minecraft:sparse_jungle, biomesoplenty:floodplain, biomesoplenty:fungal_jungle, biomesoplenty:rainforest, biomesoplenty:rocky_rainforest, biomesoplenty:tropics, biomeswevegone:fragment_jungle, biomeswevegone:jacaranda_jungle, biomeswevegone:tropical_rainforest, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:jungle_mountains, terralith:rocky_jungle, terralith:skylands_summer, terralith:tropical_jungle, byg:crag_gardens",NONE,10.0
Venomoth palette:pink,31,50,"DUSK, NIGHT",Air,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, minecraft:bamboo_jungle, minecraft:jungle, minecraft:sparse_jungle, biomesoplenty:floodplain, biomesoplenty:fungal_jungle, biomesoplenty:rainforest, biomesoplenty:rocky_rainforest, biomesoplenty:tropics, biomeswevegone:fragment_jungle, biomeswevegone:jacaranda_jungle, biomeswevegone:tropical_rainforest, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:jungle_mountains, terralith:rocky_jungle, terralith:skylands_summer, terralith:tropical_jungle, biomeswevegone:crag_gardens",NONE,0.05
Venomoth status:Sleep,32,45,"DAWN, DAY",Headbutt,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, minecraft:bamboo_jungle, minecraft:jungle, minecraft:sparse_jungle, biomesoplenty:floodplain, biomesoplenty:fungal_jungle, biomesoplenty:rainforest, biomesoplenty:rocky_rainforest, biomesoplenty:tropics, biomeswevegone:fragment_jungle, biomeswevegone:jacaranda_jungle, biomeswevegone:tropical_rainforest, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:jungle_mountains, terralith:rocky_jungle, terralith:skylands_summer, terralith:tropical_jungle, byg:crag_gardens",NONE,10.0
Venonat,10,31,"AFTERNOON, NIGHT","Land, Headbutt, Sweet Scent","minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, minecraft:bamboo_jungle, minecraft:jungle, minecraft:sparse_jungle, biomesoplenty:floodplain, biomesoplenty:fungal_jungle, biomesoplenty:rainforest, biomesoplenty:rocky_rainforest, biomesoplenty:tropics, biomeswevegone:fragment_jungle, biomeswevegone:jacaranda_jungle, biomeswevegone:tropical_rainforest, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:jungle_mountains, terralith:rocky_jungle, terralith:skylands_summer, terralith:tropical_jungle, biomeswevegone:crag_gardens",NONE,130.0
Venonat,10,30,"DUSK, NIGHT",Headbutt,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, minecraft:bamboo_jungle, minecraft:jungle, minecraft:sparse_jungle, biomesoplenty:floodplain, biomesoplenty:fungal_jungle, biomesoplenty:rainforest, biomesoplenty:rocky_rainforest, biomesoplenty:tropics, biomeswevegone:fragment_jungle, biomeswevegone:jacaranda_jungle, biomeswevegone:tropical_rainforest, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:jungle_mountains, terralith:rocky_jungle, terralith:skylands_summer, terralith:tropical_jungle, byg:crag_gardens",NONE,130.0
Venonat,10,31,"AFTERNOON, NIGHT",Grass,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, minecraft:bamboo_jungle, minecraft:jungle, minecraft:sparse_jungle, biomesoplenty:floodplain, biomesoplenty:fungal_jungle, biomesoplenty:rainforest, biomesoplenty:rocky_rainforest, biomesoplenty:tropics, biomeswevegone:fragment_jungle, biomeswevegone:jacaranda_jungle, biomeswevegone:tropical_rainforest, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:jungle_mountains, terralith:rocky_jungle, terralith:skylands_summer, terralith:tropical_jungle, byg:crag_gardens",NONE,130.0
Venonat,3,19,"DUSK, NIGHT",Sweet Scent,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, minecraft:bamboo_jungle, minecraft:jungle, minecraft:sparse_jungle, biomesoplenty:floodplain, biomesoplenty:fungal_jungle, biomesoplenty:rainforest, biomesoplenty:rocky_rainforest, biomesoplenty:tropics, biomeswevegone:fragment_jungle, biomeswevegone:jacaranda_jungle, biomeswevegone:tropical_rainforest, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:jungle_mountains, terralith:rocky_jungle, terralith:skylands_summer, terralith:tropical_jungle, byg:crag_gardens",NONE,120.0
Venonat,10,31,ANY,Curry,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, minecraft:bamboo_jungle, minecraft:jungle, minecraft:sparse_jungle, biomesoplenty:floodplain, biomesoplenty:fungal_jungle, biomesoplenty:rainforest, biomesoplenty:rocky_rainforest, biomesoplenty:tropics, biomeswevegone:fragment_jungle, biomeswevegone:jacaranda_jungle, biomeswevegone:tropical_rainforest, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:jungle_mountains, terralith:rocky_jungle, terralith:skylands_summer, terralith:tropical_jungle",NONE,80.0
Venonat palette:pink,10,31,"AFTERNOON, NIGHT",Land,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, minecraft:bamboo_jungle, minecraft:jungle, minecraft:sparse_jungle, biomesoplenty:floodplain, biomesoplenty:fungal_jungle, biomesoplenty:rainforest, biomesoplenty:rocky_rainforest, biomesoplenty:tropics, biomeswevegone:fragment_jungle, biomeswevegone:jacaranda_jungle, biomeswevegone:tropical_rainforest, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:jungle_mountains, terralith:rocky_jungle, terralith:skylands_summer, terralith:tropical_jungle, biomeswevegone:crag_gardens",NONE,1.0
Venonat status:Sleep,10,30,"DAWN, DAY",Headbutt,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, minecraft:bamboo_jungle, minecraft:jungle, minecraft:sparse_jungle, biomesoplenty:floodplain, biomesoplenty:fungal_jungle, biomesoplenty:rainforest, biomesoplenty:rocky_rainforest, biomesoplenty:tropics, biomeswevegone:fragment_jungle, biomeswevegone:jacaranda_jungle, biomeswevegone:tropical_rainforest, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:jungle_mountains, terralith:rocky_jungle, terralith:skylands_summer, terralith:tropical_jungle, byg:crag_gardens",NONE,130.0
Venusaur,32,50,MORNING,Land,"minecraft:forest, minecraft:flower_forest, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:black_forest, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:sakura_grove, terralith:temperate_highlands, minecraft:birch_forest, minecraft:old_growth_birch_forest, biomesoplenty:aspen_glade, biomeswevegone:aspen_boreal, terralith:birch_taiga, terralith:white_cliffs, biomeswevegone:crag_gardens, pixelmon:ultra_forest",NONE,1.0
Venusaur,32,50,MORNING,Grass,"minecraft:forest, minecraft:flower_forest, biomesoplenty:grove, biomesoplenty:jacaranda_glade, biomesoplenty:maple_woods, biomesoplenty:mediterranean_forest, biomesoplenty:orchard, biomesoplenty:seasonal_forest, biomesoplenty:seasonal_orchard, biomesoplenty:woodland, biomeswevegone:black_forest, biomeswevegone:maple_taiga, biomeswevegone:orchard, biomeswevegone:overgrown_woodlands, biomeswevegone:skyrise_vale, biomeswevegone:temperate_grove, biomeswevegone:zelkova_forest, terralith:sakura_grove, terralith:temperate_highlands, minecraft:birch_forest, minecraft:old_growth_birch_forest, biomesoplenty:aspen_glade, biomeswevegone:aspen_boreal, terralith:birch_taiga, terralith:white_cliffs, byg:crag_gardens",NONE,1.0
